Season,Judge,Week Number,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Favorite,Least Favorite,Star Baker,Eliminated,Competed,Winner,,"Maintained by: Nick Ahamed, @nickahamed"
Series 4,Mary,8,Unconventional,Toby,M,30,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Ali,M,25,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Beca,F,31,0,3,0,0,1,0,1,1,0,,
Series 4,Mary,9,Pâtisserie,Christine,F,66,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Deborah,F,51,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Frances,F,31,1,2,0,1,0,0,0,1,1,,
Series 4,Mary,9,Pâtisserie,Glenn,M,37,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Howard,M,51,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Kimberley,F,30,0,1,0,1,0,1,0,1,0,,
Series 4,Mary,9,Pâtisserie,Lucy,F,38,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Mark,M,37,0,,0,0,0,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Robert,M,54,0,,0,0,0,0,0,1,0,,
Series 4,Mary,9,Pâtisserie,Ruby,F,20,0,4,0,0,1,0,0,0,0,,
Series 4,Mary,9,Pâtisserie,Toby,M,30,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Ali,M,25,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Beca,F,31,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Christine,F,66,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Deborah,F,51,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Frances,F,31,0,3,0,0,0,1,0,1,1,,
Series 4,Mary,10,Final,Glenn,M,37,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Howard,M,51,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Kimberley,F,30,0,1,0,0,0,0,1,1,0,,
Series 4,Mary,10,Final,Lucy,F,38,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Mark,M,37,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Robert,M,54,0,,0,0,0,0,0,0,0,,
Series 4,Mary,10,Final,Ruby,F,20,0,2,0,0,0,0,1,1,0,,
Series 4,Mary,10,Final,Toby,M,30,0,,0,0,0,0,0,0,0,,
Series 5,Mary,1,Cake,Chetna,F,35,0,3,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Claire,F,31,0,8,0,0,1,0,1,1,0,,
Series 5,Mary,1,Cake,Diana,F,69,0,5,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Enwezor,M,39,0,9,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Iain,M,31,0,4,0,0,1,0,0,1,0,,
Series 5,Mary,1,Cake,Jordan,M,32,0,12,0,0,1,0,0,1,0,,
Series 5,Mary,1,Cake,Kate,F,41,0,6,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Luis,M,42,0,7,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Martha,F,17,0,2,0,1,0,0,0,1,0,,
Series 5,Mary,1,Cake,Nancy,F,60,0,1,0,1,0,1,0,1,1,,
Series 5,Mary,1,Cake,Norman,M,66,0,11,0,0,0,0,0,1,0,,
Series 5,Mary,1,Cake,Richard,M,38,0,10,0,1,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Chetna,F,35,0,8,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,2,Biscuits,Diana,F,69,0,7,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Enwezor,M,39,0,9,0,0,1,0,1,1,0,,
Series 5,Mary,2,Biscuits,Iain,M,31,0,11,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Jordan,M,32,0,6,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Kate,F,41,0,4,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Luis,M,42,0,3,0,1,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Martha,F,17,0,5,0,0,0,0,0,1,0,,
Series 5,Mary,2,Biscuits,Nancy,F,60,0,2,0,0,0,0,0,1,1,,
Series 5,Mary,2,Biscuits,Norman,M,66,1,10,0,0,1,0,0,1,0,,
Series 5,Mary,2,Biscuits,Richard,M,38,0,1,0,1,0,1,0,1,0,,
Series 5,Mary,3,Bread,Chetna,F,35,0,8,0,0,0,0,0,1,0,,
Series 5,Mary,3,Bread,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,3,Bread,Diana,F,69,0,7,0,0,0,0,0,1,0,,
Series 5,Mary,3,Bread,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,3,Bread,Iain,M,31,0,9,0,0,0,0,0,1,0,,
Series 5,Mary,3,Bread,Jordan,M,32,0,10,0,0,1,0,1,1,0,,
Series 5,Mary,3,Bread,Kate,F,41,0,1,0,1,0,0,0,1,0,,
Series 5,Mary,3,Bread,Luis,M,42,1,2,0,1,0,1,0,1,0,,
Series 5,Mary,3,Bread,Martha,F,17,0,3,0,0,0,0,0,1,0,,
Series 5,Mary,3,Bread,Nancy,F,60,0,5,0,0,0,0,0,1,1,,
Series 5,Mary,3,Bread,Norman,M,66,0,4,0,0,1,0,0,1,0,,
Series 5,Mary,3,Bread,Richard,M,38,0,6,0,0,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Chetna,F,35,0,3,0,0,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,4,Dessert,Diana,F,69,0,9,0,0,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,4,Dessert,Iain,M,31,0,6,0,0,1,0,1,1,0,,
Series 5,Mary,4,Dessert,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,4,Dessert,Kate,F,41,0,7,0,1,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Luis,M,42,0,2,0,0,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Martha,F,17,0,1,0,0,0,0,0,1,0,,
Series 5,Mary,4,Dessert,Nancy,F,60,0,4,0,0,0,0,0,1,1,,
Series 5,Mary,4,Dessert,Norman,M,66,0,8,0,0,1,0,0,1,0,,
Series 5,Mary,4,Dessert,Richard,M,38,0,5,0,1,0,1,0,1,0,,
Series 5,Mary,5,Pie and Tart,Chetna,F,35,0,2,0,0,0,0,0,1,0,,
Series 5,Mary,5,Pie and Tart,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,5,Pie and Tart,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,5,Pie and Tart,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,5,Pie and Tart,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,5,Pie and Tart,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,5,Pie and Tart,Kate,F,41,0,3,0,1,0,1,0,1,0,,
Series 5,Mary,5,Pie and Tart,Luis,M,42,0,6,0,0,0,0,0,1,0,,
Series 5,Mary,5,Pie and Tart,Martha,F,17,0,1,0,0,1,0,0,1,0,,
Series 5,Mary,5,Pie and Tart,Nancy,F,60,0,4,0,1,0,0,0,1,1,,
Series 5,Mary,5,Pie and Tart,Norman,M,66,0,5,0,0,1,0,1,1,0,,
Series 5,Mary,5,Pie and Tart,Richard,M,38,0,7,0,0,1,0,0,1,0,,
Series 5,Mary,6,European Cakes,Chetna,F,35,0,2,0,1,0,1,0,1,0,,
Series 5,Mary,6,European Cakes,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Kate,F,41,0,6,0,0,1,0,0,1,0,,
Series 5,Mary,6,European Cakes,Luis,M,42,0,3,0,1,0,0,0,1,0,,
Series 5,Mary,6,European Cakes,Martha,F,17,0,4,0,0,0,0,0,1,0,,
Series 5,Mary,6,European Cakes,Nancy,F,60,0,1,0,1,0,0,0,1,1,,
Series 5,Mary,6,European Cakes,Norman,M,66,0,,0,0,0,0,0,0,0,,
Series 5,Mary,6,European Cakes,Richard,M,38,0,5,0,0,1,0,0,1,0,,
Series 5,Mary,7,Pastry,Chetna,F,35,0,6,0,0,0,0,0,1,0,,
Series 5,Mary,7,Pastry,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Kate,F,41,0,4,0,0,1,0,1,1,0,,
Series 5,Mary,7,Pastry,Luis,M,42,0,5,0,0,0,0,0,1,0,,
Series 5,Mary,7,Pastry,Martha,F,17,0,3,0,0,1,0,0,1,0,,
Series 5,Mary,7,Pastry,Nancy,F,60,0,2,0,1,0,0,0,1,1,,
Series 5,Mary,7,Pastry,Norman,M,66,0,,0,0,0,0,0,0,0,,
Series 5,Mary,7,Pastry,Richard,M,38,0,1,0,0,0,1,0,1,0,,
Series 5,Mary,8,Advanced Dough,Chetna,F,35,0,1,0,0,0,0,0,1,0,,
Series 5,Mary,8,Advanced Dough,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Kate,F,41,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Luis,M,42,0,2,0,1,0,0,0,1,0,,
Series 5,Mary,8,Advanced Dough,Martha,F,17,0,5,0,0,1,0,1,1,0,,
Series 5,Mary,8,Advanced Dough,Nancy,F,60,0,3,0,0.5,0,0,0,1,1,,
Series 5,Mary,8,Advanced Dough,Norman,M,66,0,,0,0,0,0,0,0,0,,
Series 5,Mary,8,Advanced Dough,Richard,M,38,0,4,0,1,0,1,0,1,0,,
Series 5,Mary,9,Pâtisserie,Chetna,F,35,0,4,0,0,1,0,1,1,0,,
Series 5,Mary,9,Pâtisserie,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Kate,F,41,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Luis,M,42,0,1,0,1,0,0,0,1,0,,
Series 5,Mary,9,Pâtisserie,Martha,F,17,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Nancy,F,60,0,3,0,0,1,0,0,1,1,,
Series 5,Mary,9,Pâtisserie,Norman,M,66,0,,0,0,0,0,0,0,0,,
Series 5,Mary,9,Pâtisserie,Richard,M,38,0,2,0,1,0,1,0,1,0,,
Series 5,Mary,10,Final,Chetna,F,35,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Claire,F,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Diana,F,69,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Enwezor,M,39,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Iain,M,31,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Jordan,M,32,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Kate,F,41,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Luis,M,42,0,2,0,0,0,0,1,1,0,,
Series 5,Mary,10,Final,Martha,F,17,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Nancy,F,60,0,1,0,0,0,1,0,1,1,,
Series 5,Mary,10,Final,Norman,M,66,0,,0,0,0,0,0,0,0,,
Series 5,Mary,10,Final,Richard,M,38,0,3,0,0,0,0,1,1,0,,
Series 6,Mary,1,Cake,Alvin,M,37,0,2,0,0,0,0,0,1,0,,
Series 6,Mary,1,Cake,Dorret,F,53,0,5,0,0,1,0,0,1,0,,
Series 6,Mary,1,Cake,Flora,F,19,0,6,0,1,0,0,0,1,0,,
Series 6,Mary,1,Cake,Ian,M,41,0,8,0,0,0,0,0,1,0,,
Series 6,Mary,1,Cake,Marie,F,66,0,3,0,1,0,1,0,1,0,,
Series 6,Mary,1,Cake,Mat,M,37,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,1,Cake,Nadiya,F,30,0,12,0,1,0,0,0,1,1,,
Series 6,Mary,1,Cake,Paul,M,49,0,10,0,0,0,0,0,1,0,,
Series 6,Mary,1,Cake,Sandy,F,49,0,9,0,0,0,0,0,1,0,,
Series 6,Mary,1,Cake,Stu,M,35,0,11,0,0,1,0,1,1,0,,
Series 6,Mary,1,Cake,Tamal,M,29,0,4,0,1,0,0,0,1,0,,
Series 6,Mary,1,Cake,Ugnė,F,32,0,1,0,0,1,0,0,1,0,,
Series 6,Mary,2,Biscuits,Alvin,M,37,0,6,0,0,0,0,0,1,0,,
Series 6,Mary,2,Biscuits,Dorret,F,53,0,1,0,0,1,0,0,1,0,,
Series 6,Mary,2,Biscuits,Flora,F,19,0,2,0,0,0,0,0,1,0,,
Series 6,Mary,2,Biscuits,Ian,M,41,0,3,0,1,0,1,0,1,0,,
Series 6,Mary,2,Biscuits,Marie,F,66,0,11,0,0,1,0,1,1,0,,
Series 6,Mary,2,Biscuits,Mat,M,37,0,5,0,1,0,0,0,1,0,,
Series 6,Mary,2,Biscuits,Nadiya,F,30,0,9,0,0,0,0,0,1,1,,
Series 6,Mary,2,Biscuits,Paul,M,49,0,10,0,0,1,0,0,1,0,,
Series 6,Mary,2,Biscuits,Sandy,F,49,0,4,0,1,0,0,0,1,0,,
Series 6,Mary,2,Biscuits,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,2,Biscuits,Tamal,M,29,0,8,0,0,0,0,0,1,0,,
Series 6,Mary,2,Biscuits,Ugnė,F,32,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,3,Bread,Alvin,M,37,0,4,0,1,0,0,0,1,0,,
Series 6,Mary,3,Bread,Dorret,F,53,0,6,0,0,1,0,1,1,0,,
Series 6,Mary,3,Bread,Flora,F,19,0,2,0,0,0,0,0,1,0,,
Series 6,Mary,3,Bread,Ian,M,41,0,1,0,1,0,1,0,1,0,,
Series 6,Mary,3,Bread,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,3,Bread,Mat,M,37,0,8,0,0,1,0,0,1,0,,
Series 6,Mary,3,Bread,Nadiya,F,30,0,9,0,0,0,0,0,1,1,,
Series 6,Mary,3,Bread,Paul,M,49,1,10,0,1,0,0,0,1,0,,
Series 6,Mary,3,Bread,Sandy,F,49,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,3,Bread,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,3,Bread,Tamal,M,29,0,3,0,0,0,0,0,1,0,,
Series 6,Mary,3,Bread,Ugnė,F,32,0,5,0,0,0,0,0,1,0,,
Series 6,Mary,4,Dessert,Alvin,M,37,0,9,0,0,1,0,0,1,0,,
Series 6,Mary,4,Dessert,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,4,Dessert,Flora,F,19,0,3,0,0,0,0,0,1,0,,
Series 6,Mary,4,Dessert,Ian,M,41,0,4,0,1,0,1,0,1,0,,
Series 6,Mary,4,Dessert,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,4,Dessert,Mat,M,37,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,4,Dessert,Nadiya,F,30,0,8,0,1,0,0,0,1,1,,
Series 6,Mary,4,Dessert,Paul,M,49,0,1,0,0,1,0,0,1,0,,
Series 6,Mary,4,Dessert,Sandy,F,49,0,6,0,0,1,0,1,1,0,,
Series 6,Mary,4,Dessert,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,4,Dessert,Tamal,M,29,0,5,0,1,0,0,0,1,0,,
Series 6,Mary,4,Dessert,Ugnė,F,32,0,2,0,0,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Alvin,M,37,0,8,0,0,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,5,Alternative,Flora,F,19,0,3,0,0,1,0,0,1,0,,
Series 6,Mary,5,Alternative,Ian,M,41,0,5,0,0,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,5,Alternative,Mat,M,37,0,4,0,0,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Nadiya,F,30,0,1,0,1,0,1,0,1,1,,
Series 6,Mary,5,Alternative,Paul,M,49,0,2,0,1,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,5,Alternative,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,5,Alternative,Tamal,M,29,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,5,Alternative,Ugnė,F,32,0,6,0,0,1,0,1,1,0,,
Series 6,Mary,6,Pastry,Alvin,M,37,0,6,0,0,1,0,1,1,0,,
Series 6,Mary,6,Pastry,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,6,Pastry,Flora,F,19,0,2,0,1,0,0,0,1,0,,
Series 6,Mary,6,Pastry,Ian,M,41,0,3,0,0,0,0,0,1,0,,
Series 6,Mary,6,Pastry,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,6,Pastry,Mat,M,37,0,1,0,1,0,1,0,1,0,,
Series 6,Mary,6,Pastry,Nadiya,F,30,0,4,0,0,1,0,0,1,1,,
Series 6,Mary,6,Pastry,Paul,M,49,0,5,0,0,0,0,0,1,0,,
Series 6,Mary,6,Pastry,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,6,Pastry,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,6,Pastry,Tamal,M,29,0,7,0,0,0,0,0,1,0,,
Series 6,Mary,6,Pastry,Ugnė,F,32,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Alvin,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Flora,F,19,0,4,0,0,0,0,0,1,0,,
Series 6,Mary,7,Victorian,Ian,M,41,0,5,0,0,0,0,0,1,0,,
Series 6,Mary,7,Victorian,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Mat,M,37,0,6,0,0,1,0,1,1,0,,
Series 6,Mary,7,Victorian,Nadiya,F,30,0,1,0,0,0,0,0,1,1,,
Series 6,Mary,7,Victorian,Paul,M,49,0,2,0,0,1,0,0,1,0,,
Series 6,Mary,7,Victorian,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,7,Victorian,Tamal,M,29,1,3,0,0,0,1,0,1,0,,
Series 6,Mary,7,Victorian,Ugnė,F,32,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Alvin,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Flora,F,19,0,3,0,0,1,0,0,1,0,,
Series 6,Mary,8,Pâtisserie,Ian,M,41,0,2,0,0,0,0,0,1,0,,
Series 6,Mary,8,Pâtisserie,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Mat,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Nadiya,F,30,0,1,0,1,0,1,0,1,1,,
Series 6,Mary,8,Pâtisserie,Paul,M,49,0,5,0,0,1,0,1,1,0,,
Series 6,Mary,8,Pâtisserie,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,8,Pâtisserie,Tamal,M,29,0,4,0,1,0,0,0,1,0,,
Series 6,Mary,8,Pâtisserie,Ugnė,F,32,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Alvin,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Flora,F,19,0,1,0,0,1,0,1,1,0,,
Series 6,Mary,9,Chocolate,Ian,M,41,0,3,0,0,1,0,0,1,0,,
Series 6,Mary,9,Chocolate,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Mat,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Nadiya,F,30,1,4,0,1,0,1,0,1,1,,
Series 6,Mary,9,Chocolate,Paul,M,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Stu,M,35,0,,0,0,0,0,0,0,0,,
Series 6,Mary,9,Chocolate,Tamal,M,29,0,2,0,1,0,0,0,1,0,,
Series 6,Mary,9,Chocolate,Ugnė,F,32,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Alvin,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Dorret,F,53,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Flora,F,19,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Ian,M,41,0,2,0,0,0,0,1,1,0,,
Series 6,Mary,10,Final,Marie,F,66,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Mat,M,37,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Nadiya,F,30,0,1,0,0,0,1,0,1,1,,
Series 6,Mary,10,Final,Paul,M,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Sandy,F,49,0,,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Stu,M,35,0,3,0,0,0,0,0,0,0,,
Series 6,Mary,10,Final,Tamal,M,29,0,,0,0,0,0,1,1,0,,
Series 6,Mary,10,Final,Ugnė,F,32,0,,0,0,0,0,0,0,0,,
Series 7,Mary,1,Cake,Andrew,M,25,0,12,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Benjamina,F,23,0,6,0,1,0,0,0,1,0,,
Series 7,Mary,1,Cake,Candice,F,31,0,5,0,0,1,0,0,1,1,,
Series 7,Mary,1,Cake,Jane,F,61,0,7,0,1,0,1,0,1,0,,
Series 7,Mary,1,Cake,Kate,F,37,0,4,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Lee,M,67,0,11,0,0,1,0,1,1,0,,
Series 7,Mary,1,Cake,Louise,F,46,0,9,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Michael,M,20,0,3,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Rav,M,28,0,8,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Selasi,M,30,0,1,0,1,0,0,0,1,0,,
Series 7,Mary,1,Cake,Tom,M,26,0,2,0,0,0,0,0,1,0,,
Series 7,Mary,1,Cake,Val,F,66,0,10,0,0,1,0,0,1,0,,
Series 7,Mary,2,Biscuits,Andrew,M,25,0,4,0,1,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Benjamina,F,23,0,3,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Candice,F,31,0,8,0,1,0,1,0,1,1,,
Series 7,Mary,2,Biscuits,Jane,F,61,0,2,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Kate,F,37,0,1,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,2,Biscuits,Louise,F,46,0,10,0,0,1,0,1,1,0,,
Series 7,Mary,2,Biscuits,Michael,M,20,0,9,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Rav,M,28,0,6,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Selasi,M,30,0,11,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Tom,M,26,1,7,0,0,0,0,0,1,0,,
Series 7,Mary,2,Biscuits,Val,F,66,0,5,0,0,1,0,0,1,0,,
Series 7,Mary,3,Bread,Andrew,M,25,0,2,0,1,0,0,0,1,0,,
Series 7,Mary,3,Bread,Benjamina,F,23,0,6,0,0,0,0,0,1,0,,
Series 7,Mary,3,Bread,Candice,F,31,0,3,0,0,1,0,0,1,1,,
Series 7,Mary,3,Bread,Jane,F,61,0,9,0,0,0,0,0,1,0,,
Series 7,Mary,3,Bread,Kate,F,37,0,8,0,1,0,0,0,1,0,,
Series 7,Mary,3,Bread,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,3,Bread,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,3,Bread,Michael,M,20,0,7,0,0,1,0,1,1,0,,
Series 7,Mary,3,Bread,Rav,M,28,0,10,0,0,0,0,0,1,0,,
Series 7,Mary,3,Bread,Selasi,M,30,0,5,0,0,0,0,0,1,0,,
Series 7,Mary,3,Bread,Tom,M,26,0,4,0,1,0,1,0,1,0,,
Series 7,Mary,3,Bread,Val,F,66,0,1,0,0,1,0,0,1,0,,
Series 7,Mary,4,Batter,Andrew,M,25,0,4,0,1,0,0,0,1,0,,
Series 7,Mary,4,Batter,Benjamina,F,23,0,1,0,1,0,1,0,1,0,,
Series 7,Mary,4,Batter,Candice,F,31,0,2,0,0,0,0,0,1,1,,
Series 7,Mary,4,Batter,Jane,F,61,0,3,0,0,0,0,0,1,0,,
Series 7,Mary,4,Batter,Kate,F,37,0,7,0,0,1,0,1,1,0,,
Series 7,Mary,4,Batter,Lee,M,67,0,,0,0,0,0,0,0,0,,
Series 7,Mary,4,Batter,Louise,F,46,0,,0,0,0,0,0,0,0,,
Series 7,Mary,4,Batter,Michael,M,20,0,,0,0,0,0,0,0,0,,
Series 7,Mary,4,Batter,Rav,M,28,0,9,0,0,1,0,0,1,0,,
