Season,Judge,Week Number,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Favorite,Least Favorite,Star Baker,Eliminated,Competed,Winner,,"Maintained by: Nick Ahamed, @nickahamed"
Series 10,Prue,1,Cake,Amelia,F,24,0,4,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Dan,M,32,0,10,0,0,1,0,1,1,0,,
Series 10,Prue,1,Cake,David,M,36,0,9,0,0,0,0,0,1,1,,
Series 10,Prue,1,Cake,Helena,F,40,0,12,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Henry,M,20,0,1,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Jamie,M,20,0,13,0,0,1,0,0,1,0,,
Series 10,Prue,1,Cake,Michael,M,26,0,11,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Michelle,F,35,0,6,0,1,0,1,0,1,0,,
Series 10,Prue,1,Cake,Phil,M,56,0,8,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Priya,F,34,0,7,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Rosie,F,28,0,2,0,0,0,0,0,1,0,,
Series 10,Prue,1,Cake,Steph,F,28,0,3,0,1,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Alice,F,29,0,1,0,1,0,1,0,1,0,,
Series 10,Prue,2,Biscuits,Amelia,F,24,0,9,0,0,1,0,0,1,0,,
Series 10,Prue,2,Biscuits,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,2,Biscuits,David,M,36,0,2,0,1,0,0,0,1,1,,
Series 10,Prue,2,Biscuits,Helena,F,40,0,12,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Henry,M,20,0,6,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Jamie,M,20,0,11,0,0,1,0,1,1,0,,
Series 10,Prue,2,Biscuits,Michael,M,26,0,4,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Michelle,F,35,0,8,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Phil,M,56,0,3,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Priya,F,34,0,7,0,0,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Rosie,F,28,0,5,0,1,0,0,0,1,0,,
Series 10,Prue,2,Biscuits,Steph,F,28,0,10,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Alice,F,29,0,7,0,0,1,0,0,1,0,,
Series 10,Prue,3,Bread,Amelia,F,24,0,11,0,0,1,0,1,1,0,,
Series 10,Prue,3,Bread,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,3,Bread,David,M,36,0,2,0,0,0,0,0,1,1,,
Series 10,Prue,3,Bread,Helena,F,40,0,8,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Henry,M,20,0,1,0,0,1,0,0,1,0,,
Series 10,Prue,3,Bread,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,3,Bread,Michael,M,26,1,6,0,1,0,1,0,1,0,,
Series 10,Prue,3,Bread,Michelle,F,35,0,5,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Phil,M,56,0,10,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Priya,F,34,0,4,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Rosie,F,28,0,9,0,0,0,0,0,1,0,,
Series 10,Prue,3,Bread,Steph,F,28,0,3,0,1,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Alice,F,29,0,8,0,0,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,4,Dairy,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,4,Dairy,David,M,36,0,2,0,1,0,0,0,1,1,,
Series 10,Prue,4,Dairy,Helena,F,40,0,9,0,0,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Henry,M,20,0,3,0,0,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,4,Dairy,Michael,M,26,0,7,0,0,1,0,0,1,0,,
Series 10,Prue,4,Dairy,Michelle,F,35,0,5,0,0,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Phil,M,56,0,6,0,0,1,0,1,1,0,,
Series 10,Prue,4,Dairy,Priya,F,34,0,10,0,0,1,0,0,1,0,,
Series 10,Prue,4,Dairy,Rosie,F,28,0,4,0,0,0,0,0,1,0,,
Series 10,Prue,4,Dairy,Steph,F,28,0,1,0,1,0,1,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Alice,F,29,0,6,0,0,0,0,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,5,Roaring Twenties,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,5,Roaring Twenties,David,M,36,1,9,0,1,0,0,0,1,1,,
Series 10,Prue,5,Roaring Twenties,Helena,F,40,0,1,0,0,1,0,1,1,0,,
Series 10,Prue,5,Roaring Twenties,Henry,M,20,0,3,0,1,0,0,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,5,Roaring Twenties,Michael,M,26,0,8,0,0,0,0,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Michelle,F,35,0,7,0,0,1,0,1,1,0,,
Series 10,Prue,5,Roaring Twenties,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,5,Roaring Twenties,Priya,F,34,0,2,0,0,1,0,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Rosie,F,28,0,5,0,0,1,0,0,1,0,,
Series 10,Prue,5,Roaring Twenties,Steph,F,28,0,4,0,1,0,1,0,1,0,,
Series 10,Prue,6,Dessert,Alice,F,29,0,1,0,1,0,0,0,1,0,,
Series 10,Prue,6,Dessert,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,David,M,36,0,2,0,0,0,0,0,1,1,,
Series 10,Prue,6,Dessert,Helena,F,40,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,Henry,M,20,0,4,0,0,1,0,0,1,0,,
Series 10,Prue,6,Dessert,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,Michael,M,26,0,6,0,0,1,0,0,1,0,,
Series 10,Prue,6,Dessert,Michelle,F,35,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,6,Dessert,Priya,F,34,0,7,0,0,1,0,1,1,0,,
Series 10,Prue,6,Dessert,Rosie,F,28,0,5,0,0,1,0,0,1,0,,
Series 10,Prue,6,Dessert,Steph,F,28,0,3,0,1,0,1,0,1,0,,
Series 10,Prue,7,Festivals,Alice,F,29,0,6,0,0,0,0,0,1,0,,
Series 10,Prue,7,Festivals,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,David,M,36,0,2,0,1,0,0,0,1,1,,
Series 10,Prue,7,Festivals,Helena,F,40,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Henry,M,20,0,3,1,1,0,1,0,1,0,,
Series 10,Prue,7,Festivals,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Michael,M,26,0,5,0,0,1,0,1,1,0,,
Series 10,Prue,7,Festivals,Michelle,F,35,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Priya,F,34,0,,0,0,0,0,0,0,0,,
Series 10,Prue,7,Festivals,Rosie,F,28,0,1,0,0,1,0,0,1,0,,
Series 10,Prue,7,Festivals,Steph,F,28,0,4,1,1,0,0,0,1,0,,
Series 10,Prue,8,Festivals,Alice,F,29,0,3,0,0,0,0,0,1,0,,
Series 10,Prue,8,Festivals,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,David,M,36,0,1,0,1,0,0,0,1,1,,
Series 10,Prue,8,Festivals,Helena,F,40,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Henry,M,20,0,5,0,0,1,0,1,1,0,,
Series 10,Prue,8,Festivals,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Michael,M,26,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Michelle,F,35,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Priya,F,34,0,,0,0,0,0,0,0,0,,
Series 10,Prue,8,Festivals,Rosie,F,28,0,2,0,0,1,0,0,1,0,,
Series 10,Prue,8,Festivals,Steph,F,28,0,4,0,1,0,1,0,1,0,,
Series 10,Prue,9,Pâtisserie,Alice,F,29,0,4,0,1,0,1,0,1,0,,
Series 10,Prue,9,Pâtisserie,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,David,M,36,0,2,0,0,1,0,0,1,1,,
Series 10,Prue,9,Pâtisserie,Helena,F,40,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Henry,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Michael,M,26,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Michelle,F,35,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Priya,F,34,0,,0,0,0,0,0,0,0,,
Series 10,Prue,9,Pâtisserie,Rosie,F,28,0,1,0,0,1,0,1,1,0,,
Series 10,Prue,9,Pâtisserie,Steph,F,28,0,3,0,1,0,0,0,1,0,,
Series 10,Prue,10,Final,Alice,F,29,0,2,0,0,0,0,1,1,0,,
Series 10,Prue,10,Final,Amelia,F,24,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Dan,M,32,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,David,M,36,0,1,0,0,0,1,0,1,1,,
Series 10,Prue,10,Final,Helena,F,40,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Henry,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Jamie,M,20,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Michael,M,26,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Michelle,F,35,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Phil,M,56,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Priya,F,34,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Rosie,F,28,0,,0,0,0,0,0,0,0,,
Series 10,Prue,10,Final,Steph,F,28,0,3,0,0,0,0,1,1,0,,
Series 11,Prue,1,Cake,Dave,M,30,0,9,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Hermine,F,39,0,5,0,1,0,0,0,1,0,,
Series 11,Prue,1,Cake,Laura,F,31,0,6,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Linda,F,61,0,12,0,0,1,0,0,1,0,,
Series 11,Prue,1,Cake,Loriea,F,27,0,10,0,0,1,0,1,1,0,,
Series 11,Prue,1,Cake,Lottie,F,31,0,4,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Mak,M,51,0,8,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Marc E,M,51,0,11,0,0,1,0,0,1,0,,
Series 11,Prue,1,Cake,Mark L,M,32,0,7,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Peter,M,20,0,2,0,1,0,1,0,1,1,,
Series 11,Prue,1,Cake,Rowan,M,55,0,3,0,0,0,0,0,1,0,,
Series 11,Prue,1,Cake,Sura,F,31,0,1,0,1,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Dave,M,30,0,1,0,1,0,1,0,1,0,,
Series 11,Prue,2,Biscuits,Hermine,F,39,0,5,0,0,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Laura,F,31,0,7,0,0,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Linda,F,61,0,4,0,0,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,2,Biscuits,Lottie,F,31,1,8,0,0,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Mak,M,51,0,3,0,0,1,0,1,1,0,,
Series 11,Prue,2,Biscuits,Marc E,M,51,0,9,0,1,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Mark L,M,32,0,2,0,1,0,0,0,1,0,,
Series 11,Prue,2,Biscuits,Peter,M,20,0,10,0,0,0,0,0,1,1,,
Series 11,Prue,2,Biscuits,Rowan,M,55,0,11,0,0,1,0,0,1,0,,
Series 11,Prue,2,Biscuits,Sura,F,31,0,6,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Dave,M,30,0,9,0,0,1,0,0,1,0,,
Series 11,Prue,3,Bread,Hermine,F,39,0,7,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Laura,F,31,0,6,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Linda,F,61,0,1,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,3,Bread,Lottie,F,31,0,5,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,3,Bread,Marc E,M,51,0,2,0,1,0,1,0,1,0,,
Series 11,Prue,3,Bread,Mark L,M,32,0,3,0,0,0,0,0,1,0,,
Series 11,Prue,3,Bread,Peter,M,20,0,4,0,0,1,0,0,1,1,,
Series 11,Prue,3,Bread,Rowan,M,55,0,10,0,0,1,0,1,1,0,,
Series 11,Prue,3,Bread,Sura,F,31,0,7,0,1,0,0,0,1,0,,
Series 11,Prue,4,Chocolate,Dave,M,30,0,8,0,0,1,0,0,1,0,,
Series 11,Prue,4,Chocolate,Hermine,F,39,0,5,0,0,0,0,0,1,0,,
Series 11,Prue,4,Chocolate,Laura,F,31,0,2,0,0,0,0,0,1,0,,
Series 11,Prue,4,Chocolate,Linda,F,61,0,1,0,0,0,0,0,1,0,,
Series 11,Prue,4,Chocolate,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,4,Chocolate,Lottie,F,31,0,9,0,0,1,0,0,1,0,,
Series 11,Prue,4,Chocolate,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,4,Chocolate,Marc E,M,51,0,6,0,0,0,0,0,1,0,,
Series 11,Prue,4,Chocolate,Mark L,M,32,0,3,0,1,0,1,0,1,0,,
Series 11,Prue,4,Chocolate,Peter,M,20,0,4,0,1,0,0,0,1,1,,
Series 11,Prue,4,Chocolate,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,4,Chocolate,Sura,F,31,0,7,0,0,1,0,1,1,0,,
Series 11,Prue,5,Pastry,Dave,M,30,0,5,0,1,0,0,0,1,0,,
Series 11,Prue,5,Pastry,Hermine,F,39,0,2,0,1,0,0,0,1,0,,
Series 11,Prue,5,Pastry,Laura,F,31,0,6,0,1,0,1,0,1,0,,
Series 11,Prue,5,Pastry,Linda,F,61,0,8,0,0,1,0,1,1,0,,
Series 11,Prue,5,Pastry,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,5,Pastry,Lottie,F,31,0,4,0,0,0,0,0,1,0,,
Series 11,Prue,5,Pastry,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,5,Pastry,Marc E,M,51,0,7,0,0,1,0,0,1,0,,
Series 11,Prue,5,Pastry,Mark L,M,32,0,3,0,0,1,0,0,1,0,,
Series 11,Prue,5,Pastry,Peter,M,20,0,1,0,1,0,0,0,1,1,,
Series 11,Prue,5,Pastry,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,5,Pastry,Sura,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,6,Japanese,Dave,M,30,0,3,0,1,0,0,0,1,0,,
Series 11,Prue,6,Japanese,Hermine,F,39,0,4,0,0,1,0,0,1,0,,
Series 11,Prue,6,Japanese,Laura,F,31,0,7,0,0,1,0,0,1,0,,
Series 11,Prue,6,Japanese,Linda,F,61,0,,0,0,0,0,0,0,0,,
Series 11,Prue,6,Japanese,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,6,Japanese,Lottie,F,31,0,2,0,1,0,1,0,1,0,,
Series 11,Prue,6,Japanese,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,6,Japanese,Marc E,M,51,0,6,0,1,0,0,0,1,0,,
Series 11,Prue,6,Japanese,Mark L,M,32,0,5,0,0,1,0,1,1,0,,
Series 11,Prue,6,Japanese,Peter,M,20,0,1,0,0,0,0,0,1,1,,
Series 11,Prue,6,Japanese,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,6,Japanese,Sura,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Dave,M,30,0,6,0,0,0,0,0,1,0,,
Series 11,Prue,7,1980s,Hermine,F,39,0,1,0,1,0,1,0,1,0,,
Series 11,Prue,7,1980s,Laura,F,31,0,4,0,0,1,0,0,1,0,,
Series 11,Prue,7,1980s,Linda,F,61,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Lottie,F,31,0,5,0,0,1,0,1,1,0,,
Series 11,Prue,7,1980s,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Marc E,M,51,0,3,0,1,0,0,0,1,0,,
Series 11,Prue,7,1980s,Mark L,M,32,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Peter,M,20,0,2,0,0,0,0,0,1,1,,
Series 11,Prue,7,1980s,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,7,1980s,Sura,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Dave,M,30,0,5,0,0,0,0,0,1,0,,
Series 11,Prue,8,Dessert,Hermine,F,39,0,3,0,1,0,1,0,1,0,,
Series 11,Prue,8,Dessert,Laura,F,31,0,1,0,1,0,0,0,1,0,,
Series 11,Prue,8,Dessert,Linda,F,61,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Lottie,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Marc E,M,51,0,2,0,0,1,0,1,1,0,,
Series 11,Prue,8,Dessert,Mark L,M,32,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Peter,M,20,0,4,0,0,1,0,0,1,1,,
Series 11,Prue,8,Dessert,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,8,Dessert,Sura,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Dave,M,30,0,3,0,1,0,0,0,1,0,,
Series 11,Prue,9,Pâtisserie,Hermine,F,39,0,2,0,0,1,0,1,1,0,,
Series 11,Prue,9,Pâtisserie,Laura,F,31,0,4,0,0,1,0,0,1,0,,
Series 11,Prue,9,Pâtisserie,Linda,F,61,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Lottie,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Marc E,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Mark L,M,32,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Peter,M,20,0,1,0,1,0,1,0,1,1,,
Series 11,Prue,9,Pâtisserie,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,9,Pâtisserie,Sura,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Dave,M,30,0,1,0,0,0,0,1,1,0,,
Series 11,Prue,10,Final,Hermine,F,39,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Laura,F,31,0,3,0,0,0,0,1,1,0,,
Series 11,Prue,10,Final,Linda,F,61,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Loriea,F,27,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Lottie,F,31,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Mak,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Marc E,M,51,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Mark L,M,32,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Peter,M,20,0,2,0,0,0,1,0,1,1,,
Series 11,Prue,10,Final,Rowan,M,55,0,,0,0,0,0,0,0,0,,
Series 11,Prue,10,Final,Sura,F,31,0,,0,0,0,0,0,0,0,,
